date,ticker,open,high,low,close
2017/12/30,ADA,0.4955,0.6941,0.42,0.59
2018/1/30,ADA,0.5904,0.603,0.5,0.525
2018/2/28,ADA,0.3306,0.3322,0.306,0.3083
2018/3/28,ADA,0.1569,0.1622,0.1519,0.1573
2018/4/28,ADA,0.2897,0.3633,0.282,0.3458
2018/5/28,ADA,0.1906,0.1942,0.1759,0.1759
2018/6/28,ADA,0.1262,0.1287,0.1209,0.1209
2018/7/28,ADA,0.1689,0.1691,0.1593,0.1621
2018/8/28,ADA,0.09749,0.1074,0.09741,0.1049
2018/9/28,ADA,0.0874,0.09,0.083,0.08425
2018/10/28,ADA,0.07416,0.07559,0.0725,0.07349
2018/11/28,ADA,0.03663,0.04787,0.03587,0.04119
2018/12/28,ADA,0.03612,0.04301,0.03599,0.04121
2019/1/28,ADA,0.04121,0.04134,0.03674,0.03825
2019/2/28,ADA,0.04248,0.04452,0.04247,0.0434
2019/3/28,ADA,0.06684,0.06718,0.06361,0.06556
2019/4/28,ADA,0.06926,0.07228,0.06816,0.06878
2019/5/28,ADA,0.08965,0.09231,0.08709,0.09149
2019/6/28,ADA,0.08594,0.08923,0.08336,0.08815
2019/7/28,ADA,0.06029,0.06105,0.05821,0.05847
2019/8/28,ADA,0.04889,0.0504,0.04535,0.04598
2019/9/28,ADA,0.03942,0.04086,0.03823,0.03858
2019/10/28,ADA,0.04246,0.04472,0.04202,0.04328
2019/11/28,ADA,0.03917,0.04077,0.0385,0.03872
2019/12/28,ADA,0.03368,0.03484,0.03284,0.0337
2020/1/28,ADA,0.04798,0.05448,0.04756,0.05224
2020/2/28,ADA,0.05007,0.05272,0.04613,0.04953
2020/3/28,ADA,0.03022,0.03022,0.02788,0.02953
2020/4/28,ADA,0.04544,0.04806,0.04523,0.04714
2020/5/28,ADA,0.05469,0.06385,0.05459,0.06338
2020/6/28,ADA,0.07817,0.08104,0.07609,0.08067
2020/7/28,ADA,0.1372,0.1492,0.1348,0.1484
2020/8/28,ADA,0.1059,0.1115,0.1051,0.1091
2020/9/28,ADA,0.1011,0.1065,0.1004,0.1033
2020/10/28,ADA,0.1033,0.1034,0.09555,0.09921
2020/11/28,ADA,0.1369,0.1721,0.1369,0.1646
2020/12/28,ADA,0.1553,0.1796,0.1531,0.173
2021/1/28,ADA,0.3159,0.3487,0.3053,0.3466
2021/2/28,ADA,1.285,1.362,1.16,1.295
2021/3/28,ADA,1.19,1.218,1.168,1.181
2021/4/28,ADA,1.31,1.35,1.237,1.34
2021/5/28,ADA,1.687,1.688,1.453,1.467
2021/6/28,ADA,1.272,1.349,1.272,1.342
2021/7/28,ADA,1.263,1.317,1.255,1.283
2021/8/28,ADA,2.89,2.949,2.78,2.865
2021/9/28,ADA,2.195,2.201,2.032,2.085
2021/10/28,ADA,1.956,2.057,1.91,1.986
2021/11/28,ADA,1.5546,1.5903,1.4298,1.5525
2021/12/28,ADA,1.53346,1.53946,1.37714,1.41928
2022/1/28,ADA,1.03842,1.05942,1.0083,1.04421
2022/2/28,ADA,0.85034,0.970388,0.840336,0.944378
2022/3/28,ADA,1.17035,1.2455,1.16135,1.20148
2022/4/28,ADA,0.840584,0.852685,0.825883,0.8501
2022/5/28,ADA,0.456443,0.466486,0.447571,0.464056
2022/6/28,ADA,0.487366,0.496952,0.470315,0.478111
2022/7/28,ADA,0.505421,0.523915,0.489434,0.516703
2022/8/28,ADA,0.444759,0.454033,0.436929,0.44333
2022/9/28,ADA,0.440466,0.443256,0.424925,0.43852
2022/10/28,ADA,0.391133,0.411409,0.378921,0.407401
2022/11/28,ADA,0.318816,0.318979,0.300145,0.30646
2022/12/28,ADA,0.259559,0.260893,0.246801,0.248156
2023/1/28,ADA,0.385575,0.397975,0.378283,0.381162
2023/2/28,ADA,0.364912,0.367843,0.348598,0.35227
2023/3/28,ADA,0.343751,0.365856,0.342941,0.365563
2023/4/28,ADA,0.411546,0.411572,0.398135,0.405532
2023/5/28,ADA,0.365585,0.379301,0.365306,0.378487
2023/6/28,ADA,0.289205,0.289625,0.26625,0.269577
2023/7/28,ADA,0.307737,0.31308,0.306091,0.311114
2023/8/28,ADA,0.262746,0.267057,0.257702,0.264665
2023/9/28,ADA,0.244729,0.250532,0.243166,0.248905
2023/10/28,ADA,0.289387,0.297499,0.28783,0.291007
2023/11/28,ADA,0.374517,0.388431,0.369436,0.383322
2023/12/28,ADA,0.632228,0.676683,0.61019,0.624378
2024/1/28,ADA,0.48701,0.50047,0.483447,0.486412
2024/2/28,ADA,0.62563,0.661439,0.598121,0.62852
2024/3/28,ADA,0.649646,0.658072,0.634845,0.651757
2024/4/28,ADA,0.463772,0.477999,0.463446,0.468829
2024/5/28,ADA,0.466314,0.46903,0.451459,0.457505
2024/6/28,ADA,0.391385,0.395856,0.38456,0.387707
2024/7/28,ADA,0.422352,0.422656,0.405248,0.407573
2024/8/28,ADA,0.354234,0.360606,0.340901,0.351242
2024/9/28,ADA,0.401162,0.404903,0.392361,0.399234
2024/10/28,ADA,0.340272,0.347763,0.32998,0.344009
2024/11/28,ADA,1.00721,1.03783,0.970221,1.03783
2025/1/28,ADA,0.931367,0.968013,0.903029,0.916584
2025/2/28,ADA,0.647213,0.647847,0.580432,0.629249
2019/5/1,ATOM,4.38,4.71,4.27,4.45
2019/6/1,ATOM,5.88,6.4,5.68,5.86
2019/7/1,ATOM,5.619,5.687,5.138,5.348
2019/8/1,ATOM,3.636,3.672,3.439,3.556
2019/9/1,ATOM,2.05,2.232,1.964,2.169
2019/10/1,ATOM,2.5,2.665,2.477,2.524
2019/11/1,ATOM,3.225,3.305,3.175,3.289
2019/12/1,ATOM,3.903,3.947,3.592,3.822
2020/1/1,ATOM,4.192,4.474,4.192,4.371
2020/2/1,ATOM,4.393,4.45,4.304,4.394
2020/3/1,ATOM,3.524,3.542,3.25,3.373
2020/4/1,ATOM,1.97,1.975,1.882,1.949
2020/5/1,ATOM,2.791,2.931,2.728,2.864
2020/6/1,ATOM,2.773,2.825,2.704,2.819
2020/7/1,ATOM,2.595,2.68,2.577,2.669
2020/8/1,ATOM,3.777,4.13,3.777,4.082
2020/9/1,ATOM,7.293,7.638,7.014,7.247
2020/10/1,ATOM,5.3,5.593,4.972,5.035
2020/11/1,ATOM,4.646,4.871,4.548,4.751
2020/12/1,ATOM,5.539,5.707,5.158,5.319
2021/1/1,ATOM,6.167,6.513,5.657,5.917
2021/2/1,ATOM,8.016,9.265,7.849,8.855
2021/3/1,ATOM,17.83,18.88,17.55,18.4
2021/4/1,ATOM,19.33,19.8,18.96,19.28
2021/5/1,ATOM,22.53,24.46,22.44,23.6
2021/6/1,ATOM,13.58,14.49,13.39,13.8
2021/7/1,ATOM,11.94,12.06,10.72,11.07
2021/8/1,ATOM,12.76,13.44,12.52,12.89
2021/9/1,ATOM,22.64,25.98,22.13,25.6
2021/10/1,ATOM,35.75,38.58,34.81,37.54
2021/11/1,ATOM,37.42,38.18,34.8,37.41
2021/12/1,ATOM,27.976,28.299,26.293,26.731
2022/1/1,ATOM,32.8633,37.0037,32.2765,36.2673
2022/2/1,ATOM,28.1241,29.8579,27.8167,29.1575
2022/3/1,ATOM,30.2321,33.0465,30.2191,30.9493
2022/4/1,ATOM,28.8486,29.6848,27.7155,29.5189
2022/5/1,ATOM,18.46,18.6819,17.26,17.98
2022/6/1,ATOM,10.1821,10.4916,9.11218,9.24357
2022/7/1,ATOM,7.12744,8.3525,7.10057,8.1475
2022/8/1,ATOM,10.6462,10.7726,10.0587,10.1811
2022/9/1,ATOM,12.0709,12.547,11.4834,12.3913
2022/10/1,ATOM,12.788,13.098,12.491,12.69
2022/11/1,ATOM,14.3941,14.4577,13.8499,14.1236
2022/12/1,ATOM,10.4763,10.5711,10.1371,10.2716
2023/1/1,ATOM,9.27927,9.47274,9.26027,9.43157
2023/2/1,ATOM,13.4361,14.9288,13.2704,14.6789
2023/3/1,ATOM,12.2963,12.9446,12.2267,12.6727
2023/4/1,ATOM,11.1632,11.5057,11.0426,11.3521
2023/5/1,ATOM,11.6236,11.6429,10.8368,10.98
2023/6/1,ATOM,10.4766,10.4914,10.2253,10.3539
2023/7/1,ATOM,9.24586,9.57681,9.15943,9.5
2023/8/1,ATOM,8.8465,8.90584,8.60502,8.84049
2023/9/1,ATOM,6.8961,6.97433,6.64941,6.67952
2023/10/1,ATOM,7.25445,7.49582,7.17629,7.48082
2023/11/1,ATOM,7.90732,8.03045,7.54626,7.90253
2023/12/1,ATOM,9.28058,9.47479,9.18174,9.44077
2024/1/1,ATOM,10.5454,11.1807,10.4514,11.1061
2024/2/1,ATOM,9.1089,9.22876,8.96062,9.08836
2024/3/1,ATOM,11.1476,11.5081,11.1468,11.5069
2024/4/1,ATOM,12.1745,12.3941,11.3903,11.6374
2024/5/1,ATOM,8.0635,8.58699,8.06251,8.53118
2024/6/1,ATOM,8.32516,8.35747,8.24973,8.34557
2024/7/1,ATOM,6.61566,6.84095,6.61273,6.80044
2024/8/1,ATOM,5.80591,5.86942,5.48573,5.76327
2024/9/1,ATOM,4.56446,4.57413,4.3983,4.4442
2024/10/1,ATOM,4.81046,4.90322,4.24585,4.48583
2024/11/1,ATOM,4.22481,4.30069,4.10512,4.15313
2024/12/1,ATOM,8.58843,8.87715,8.30698,8.8255
2025/2/1,ATOM,6.24619,6.41291,5.82648,5.8476
2025/3/1,ATOM,4.62876,4.65574,4.42123,4.51729
2020/9/22,AVAX,5.014,7.007,4.031,5.25
2020/10/22,AVAX,3.969,4.488,3.96,4.338
2020/11/22,AVAX,4.015,4.051,3.709,3.887
2020/12/22,AVAX,3.088,3.131,2.924,3.078
2021/1/22,AVAX,11.33,13.39,10.7,12.73
2021/2/22,AVAX,36.17,36.27,26.63,32.26
2021/3/22,AVAX,32.81,33.58,28.7,29.2
2021/4/22,AVAX,25.81,27.72,23.27,24.01
2021/5/22,AVAX,21.86,22.44,18.35,18.85
2021/6/22,AVAX,11.21,11.77,9.354,10.58
2021/7/22,AVAX,10.43,10.96,10.24,10.83
2021/8/22,AVAX,43.76,45.06,40.65,43.73
2021/9/22,AVAX,59.02,74.61,57.74,74.04
2021/10/22,AVAX,61.45,68.7,61.36,65.52
2021/11/22,AVAX,128.6,145.11,126.4,134.96
2021/12/22,AVAX,122.859,127.321,118.207,119.88
2022/1/22,AVAX,65.8432,67.5303,53.6461,59.1777
2022/2/22,AVAX,71.8959,74.4498,67.2402,72.6363
2022/3/22,AVAX,86.7847,89.9249,84.7223,85.5628
2022/4/22,AVAX,75.3575,77.2354,73.3547,74.2374
2022/5/22,AVAX,29.172,32.6208,28.9723,30.9328
2022/6/22,AVAX,17.0213,17.3726,15.954,16.3436
2022/7/22,AVAX,25.0463,25.5551,23.6026,23.9353
2022/8/22,AVAX,23.1995,23.1995,21.6387,22.016
2022/9/22,AVAX,16.42,17.85,16.2016,17.54
2022/10/22,AVAX,15.5211,15.9103,15.4709,15.7214
2022/11/22,AVAX,11.7958,12.3561,11.4364,12.305
2022/12/22,AVAX,11.6405,11.8382,11.4591,11.808
2023/1/22,AVAX,17.1426,18.4428,16.793,17.3135
2023/2/22,AVAX,20.8736,21.5439,19.5914,20.27
2023/3/22,AVAX,17.4455,17.9698,16.3151,16.7959
2023/4/22,AVAX,16.7782,17.3602,16.7202,17.2115
2023/5/22,AVAX,14.317,14.7773,14.0871,14.7172
2023/6/22,AVAX,12.8509,13.2306,12.6005,12.6926
2023/7/22,AVAX,13.9202,14.0517,13.6319,13.7015
2023/8/22,AVAX,10.3985,10.4186,9.70995,9.89644
2023/9/22,AVAX,8.81964,8.92221,8.73955,8.84448
2023/10/22,AVAX,9.63462,10.0713,9.54457,9.89926
2023/11/22,AVAX,19.2244,21.2499,18.9532,20.9317
2023/12/22,AVAX,46.2509,48.8707,43.6894,44.6654
2024/1/22,AVAX,32.5973,32.785,29.3692,29.7782
2024/2/22,AVAX,37.2501,38.2115,36.52,37.0782
2024/3/22,AVAX,53.6377,57.713,51.6443,52.2355
2024/4/22,AVAX,37.1662,39.699,36.7875,39.2247
2024/5/22,AVAX,40.6985,41.7603,39.2077,40.2528
2024/6/22,AVAX,27.4758,27.5591,24.5472,25.6288
2024/7/22,AVAX,32.688,32.9829,31.3362,32.0295
2024/8/22,AVAX,23.5719,25.1954,23.1556,24.7711
2024/9/22,AVAX,27.4045,27.9921,26.6347,26.837
2024/10/22,AVAX,27.9473,28.2031,27.2321,27.6701
2024/11/22,AVAX,35.9404,41.9735,35.2198,41.9735
2025/2/22,AVAX,24.697,25.9681,24.4357,25.7077
2017/9/8,BNB,1.3,1.31,0.8887,1.01
2017/10/8,BNB,1.66,1.68,1.16,1.2
2017/11/8,BNB,1.88,2.15,1.79,2.04
2017/12/8,BNB,2.58,3,2.34,2.82
2018/1/8,BNB,17.24,18.93,16.17,18.12
2018/2/8,BNB,8.35,8.95,8.05,8.6
2018/3/8,BNB,8.9,9.16,8.03,8.18
2018/4/8,BNB,12.52,12.57,12.16,12.26
2018/5/8,BNB,13.7,13.96,13.12,13.34
2018/6/8,BNB,17.13,17.16,15.82,16.42
2018/7/8,BNB,14,14.21,13.86,14.02
2018/8/8,BNB,13.22,13.23,11.95,12.09
2018/9/8,BNB,10.01,10.13,9.32,9.46
2018/10/8,BNB,10.45,10.67,10.45,10.56
2018/11/8,BNB,9.81,9.85,9.62,9.64
2018/12/8,BNB,4.56,4.85,4.35,4.79
2019/1/8,BNB,6.21,6.82,6.06,6.65
2019/2/8,BNB,7.87,8.34,7.76,7.89
2019/3/8,BNB,18.6,19.79,13.62,14.03
2019/4/8,BNB,19.14,19.28,18.1,18.21
2019/5/8,BNB,21.82,21.94,19.47,20.72
2019/6/8,BNB,31.36,32.38,31.28,31.78
2019/7/8,BNB,33.22,34.55,32.8,33.27
2019/8/8,BNB,29.75,31.74,29.16,31.34
2019/9/8,BNB,22.54,22.79,22.17,22.44
2019/10/8,BNB,15.93,16.37,15.84,15.96
2019/11/8,BNB,20.38,20.52,19.21,19.64
2019/12/8,BNB,15.67,15.8,15.4,15.71
2020/1/8,BNB,14.88,15.33,14.19,14.57
2020/2/8,BNB,22.05,22.18,20.89,21.82
2020/3/8,BNB,20.25,20.35,17.59,17.59
2020/4/8,BNB,14.56,15.34,14.47,15.14
2020/5/8,BNB,17.11,17.39,16.83,17.3
2020/6/8,BNB,17.34,17.7,17.21,17.3
2020/7/8,BNB,16.53,17.41,16.53,17.28
2020/8/8,BNB,22.25,22.82,21.89,22.68
2020/9/8,BNB,21.8,23.43,21.32,22.72
2020/10/8,BNB,27.8,27.89,26.59,27.44
2020/11/8,BNB,27.98,28.71,27.52,28.26
2020/12/8,BNB,29.37,29.52,27.61,27.61
2021/1/8,BNB,43.48,43.69,40.44,42.25
2021/2/8,BNB,67.82,79.03,67.71,79.02
2021/3/8,BNB,235.85,242.79,229.05,235.5
2021/4/8,BNB,379.42,422.3,372.25,415.15
2021/5/8,BNB,623.9,658.46,614.41,647.11
2021/6/8,BNB,365.01,370.75,320.73,352.62
2021/7/8,BNB,334.28,334.28,310.4,311.15
2021/8/8,BNB,350.25,360.05,337.1,343.36
2021/9/8,BNB,411.22,425.21,383.26,413.5
2021/10/8,BNB,444.26,444.37,416.34,419.71
2021/11/8,BNB,645.85,654.57,632.49,652.23
2021/12/8,BNB,573.817,603.212,567.793,598.138
2022/1/8,BNB,447.955,459.654,415.758,435.1
2022/2/8,BNB,435.004,445.612,406.584,410.669
2022/3/8,BNB,382.015,388.678,376.213,380.376
2022/4/8,BNB,435.543,441.188,422.184,425.97
2022/5/8,BNB,365.963,367.563,350.16,359.192
2022/6/8,BNB,291.763,294.403,283.79,289.612
2022/7/8,BNB,242.355,247.527,236.834,241.455
2022/8/8,BNB,323.361,333.863,322.142,324.339
2022/9/8,BNB,278.9,282.72,275.625,280.642
2022/10/8,BNB,282.728,283.337,276.13,276.572
2022/11/8,BNB,332.8,397.335,300.39,316.447
2022/12/8,BNB,284.2,291.929,282.397,289.72
2023/1/8,BNB,260.937,272.559,260.058,271.767
2023/2/8,BNB,332.523,335.817,323.636,327.526
2023/3/8,BNB,287.586,293.968,285.083,287.283
2023/4/8,BNB,310.823,312.733,310.295,310.771
2023/5/8,BNB,323.281,323.681,311.415,312.637
2023/6/8,BNB,257.528,267.332,257.241,263.047
2023/7/8,BNB,235.124,237.607,234.221,235.64
2023/8/8,BNB,241.417,247.849,241.108,245.963
2023/9/8,BNB,216.998,218.704,213.323,214.27
2023/10/8,BNB,212.221,212.83,209.159,211.52
2023/11/8,BNB,246.213,248.298,244.298,246.554
2023/12/8,BNB,232.181,239.996,232.163,238.479
2024/1/8,BNB,301.89,308.268,290.257,306.172
2024/2/8,BNB,308.038,320.613,307.232,319.167
2024/3/8,BNB,470.472,490.097,462.975,480.733
2024/4/8,BNB,581.152,600.932,577.683,589.265
2024/5/8,BNB,582.682,589.723,574.489,587.218
2024/6/8,BNB,680.948,694.58,677.863,685.625
2024/7/8,BNB,496.345,521.501,471.158,510.254
2024/8/8,BNB,476.448,513.554,467.761,513.554
2024/9/8,BNB,492.251,505.779,490.346,499.25
2024/10/8,BNB,573.328,586.366,559.487,583.28
2024/11/8,BNB,597.733,606.314,588.61,596.547
2024/12/8,BNB,749.604,757.775,728.367,743.896
2025/2/8,BNB,574.927,633.708,573.735,616.409
2025/3/8,BNB,594.664,602.163,589.959,595.284
2010/7/17,BTC,0.04951,0.04951,0.04951,0.04951
2010/8/17,BTC,0.0655,0.0769,0.06243,0.07
2010/9/17,BTC,0.0619,0.0619,0.059,0.059
2010/10/17,BTC,0.101,0.1045,0.1,0.102
2010/11/17,BTC,0.223,0.29,0.2116,0.2299
2010/12/17,BTC,0.25,0.25,0.24,0.24
2011/1/17,BTC,0.3868,0.3868,0.315,0.3495
2011/2/17,BTC,1.05,1.05,1.02,1.04
2011/3/17,BTC,0.86,0.88,0.81,0.8254
2011/4/17,BTC,1.05,1.14,1.03,1.11
2011/5/17,BTC,8.03,8.39,6.98,7.19
2011/6/17,BTC,17,18.34,13,15.68
2011/7/17,BTC,13.72,13.75,13.02,13.16
2011/8/17,BTC,10.96,11.1,10.66,10.95
2011/9/17,BTC,4.82,4.93,4.7,4.77
2011/10/17,BTC,3.56,3.74,2.26,2.56
2011/11/17,BTC,2.56,2.59,1.99,2.25
2011/12/17,BTC,3.2,3.23,3.16,3.2
2012/1/17,BTC,6.68,6.95,4.64,5.6
2012/2/17,BTC,4.27,4.77,4.23,4.41
2012/3/17,BTC,5.34,5.4,5.21,5.22
2012/4/17,BTC,4.93,5.02,4.93,4.98
2012/5/17,BTC,5.09,5.1,5.05,5.1
2012/6/17,BTC,6.4,6.53,6.1,6.16
2012/7/17,BTC,8.5,9.49,7.32,8.8
2012/8/17,BTC,13.5,15.4,10.6,11.58
2012/9/17,BTC,11.87,11.96,11.77,11.89
2012/10/17,BTC,11.85,11.96,11.7,11.81
2012/11/17,BTC,11.75,11.8,11.52,11.79
2012/12/17,BTC,13.3,13.49,12.75,13.25
2013/1/17,BTC,14.73,15.7,14.63,15.5
2013/2/17,BTC,27.22,27.4,25,26.81
2013/3/17,BTC,47,47.74,46.8,47.4
2013/4/17,BTC,68.36,98.78,63.3,93.07
2013/5/17,BTC,118.21,125.56,116.57,123.5
2013/6/17,BTC,99.9,102.4,98.9,101.95
2013/7/17,BTC,97.1,100,96.18,98.5
2013/8/17,BTC,108.99,114,108.23,112.75
2013/9/17,BTC,139.42,141.37,138,139.15
2013/10/17,BTC,152.82,159.94,150.75,157.59
2013/11/17,BTC,461.96,536.75,456.98,528.3
2013/12/17,BTC,759.92,779.96,678.88,714.97
2014/1/17,BTC,913.49,929.75,867.22,894.16
2014/2/17,BTC,299.8,411.21,263.36,272.28
2014/3/17,BTC,619.14,622.49,602.74,606.38
2014/4/17,BTC,536.95,537.03,486.89,502
2014/5/17,BTC,453.63,455.94,452.23,452.79
2014/6/17,BTC,599.08,608.43,594.86,605.09
2014/7/17,BTC,614.8,632.55,610.01,626.58
2014/8/17,BTC,522.01,524.71,478.22,485.5
2014/9/17,BTC,466.75,469.39,458.27,461.09
2014/10/17,BTC,379.77,384.76,372.42,380.48
2014/11/17,BTC,385.61,412.33,378.32,384.69
2014/12/17,BTC,330.22,335.67,314.31,320.02
2015/1/17,BTC,206.92,212.59,191.71,199.65
2015/2/17,BTC,235.83,247.17,232.03,243.2
2015/3/17,BTC,290.41,292.46,283.25,285.38
2015/4/17,BTC,227.98,229.28,220.56,222.59
2015/5/17,BTC,236.23,237.77,235.35,236.3
2015/6/17,BTC,249.82,258.48,245.09,247.38
2015/7/17,BTC,276.59,280.76,271.17,279.62
2015/8/17,BTC,257.12,259.93,252.87,257.13
2015/9/17,BTC,228.6,235.17,227.95,232.72
2015/10/17,BTC,262.87,275.41,261.74,269.58
2015/11/17,BTC,330.21,342.91,328.15,333.91
2015/12/17,BTC,453.98,458.44,447.29,455.53
2016/1/17,BTC,385.04,390.72,377.71,382.47
2016/2/17,BTC,406.42,421.45,405.05,417.14
2016/3/17,BTC,415.91,419.56,415.33,418.16
2016/4/17,BTC,430.05,430.62,423.79,426.26
